cargo,nome_empresa,salario,local,regime_trabalista,beneficios,link,erro,datetime_execution,date_execution
Contatólogo / Técnico Óptico,Confidencial,Faixa salarial a combinar,São Paulo ,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Desconto em produtos', 'Seguro de vida', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2727822/contatologo-tecnico-optico,,2025-04-25 16:00:06.733112,2025-04-25
Operador de Equipamento Áudio Visual,Fundação Arnaldo Vieira de Carvalho,Faixa salarial a combinar,São Paulo ,Regime CLT,"['Assistência médica', 'Bolsa auxílio', 'Café da manhã', 'Vale-alimentação', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2728030/operador-de-equipamento-audio-visual,,2025-04-25 16:00:06.733112,2025-04-25
Supervisor(a) de Produção,RHMG - Consultoria e Assessoria em Recursos Humanos,Faixa salarial a combinar,Jaguariúna ,Regime CLT,[],https://www.vagas.com.br/vagas/v2728384/supervisor-a-de-producao,,2025-04-25 16:00:06.733112,2025-04-25
Supervisor (a) de Controles Florestais,Arauco do Brasil,Faixa salarial a combinar,Três Lagoas ,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio academia', 'Auxílio farmácia', 'Café da manhã', 'Consignado', 'Convênio com empresas parceiras', 'Participação nos Lucros ou Resultados', 'Previdência privada', 'Vale-alimentação']",https://www.vagas.com.br/vagas/v2728579/supervisor-a-de-controles-florestais,,2025-04-25 16:00:06.733112,2025-04-25
Técnico em Ressonância Magnética,Confidencial,Faixa salarial a combinar,Localização não informada,Regime CLT,[],https://www.vagas.com.br/vagas/v2729504/tecnico-em-ressonancia-magnetica,,2025-04-25 16:00:06.733112,2025-04-25
Coordenador de Planejamento e Performance,Confidencial,Faixa salarial a combinar,São Paulo,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Bolsa auxílio', 'Seguro de vida', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2719517/coordenador-de-planejamento-e-performance,,2025-04-25 16:00:06.733112,2025-04-25
Intérprete Educacional II (Libras) | Una Cristiano Machado,Una,Faixa salarial a combinar,Belo Horizonte,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio academia', 'Bolsa auxílio', 'Seguro de vida', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2723672/interprete-educacional-ii-libras-una-cristiano-machado,,2025-04-25 16:00:06.733112,2025-04-25
Analista Sr de Performance de Dados - Controladoria - Gestão de Processos de Negócio - Corporativo Rj.,Rede D'Or,Faixa salarial a combinar,Rio de Janeiro,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Convênio com empresas parceiras', 'Desconto em produtos', 'Refeitório', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2723974/analista-sr-de-performance-de-dados-controladoria-gestao-de-processos-de-negocio-corporativo-rj,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2727052/interprete-de-libras-unifacs-santa-monica,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2727052/interprete-de-libras-unifacs-santa-monica"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
Banco de Talentos | Intérprete Educacional II (Libras),Ânima,Faixa salarial a combinar,Belo Horizonte,Regime CLT,[],https://www.vagas.com.br/vagas/v2708550/banco-de-talentos-interprete-educacional-ii-libras,,2025-04-25 16:00:06.733112,2025-04-25
Consultor Técnico Pl/Sr P&d (Engenharias) - São Paulo,FI GROUP,Faixa salarial a combinar,São Paulo ,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2729678/consultor-tecnico-pl-sr-p-d-engenharias-sao-paulo,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2723072/sp-expert-em-interacao-suporte-tecnico-automotivo-bilingue,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2723072/sp-expert-em-interacao-suporte-tecnico-automotivo-bilingue"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
SP | Expert em Interação | Suporte Automotivo Bilíngue,Teleperformance,Faixa salarial a combinar,São Paulo,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Convênio com empresas parceiras', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição']",https://www.vagas.com.br/vagas/v2711634/sp-expert-em-interacao-suporte-automotivo-bilingue,,2025-04-25 16:00:06.733112,2025-04-25
Analista de Projetos,Grupo Fleury,Faixa salarial a combinar,100% Home Office,Regime CLT,[],https://www.vagas.com.br/vagas/v2729088/analista-de-projetos,,2025-04-25 16:00:06.733112,2025-04-25
Técnico de Planejamento (m/F),Teixeira Duarte,Faixa salarial a combinar,Maceió,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Seguro de vida', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2720178/tecnico-de-planejamento-m-f,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2724007/analista-de-contratos-vaga-extensiva-para-pessoas-com-deficiencia,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2724007/analista-de-contratos-vaga-extensiva-para-pessoas-com-deficiencia"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
Técnico em Manutenção IV,XCMG Brasil Indústria,Faixa salarial a combinar,Pouso Alegre,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio academia', 'Auxílio farmácia', 'Seguro de vida', 'Vale-alimentação']",https://www.vagas.com.br/vagas/v2718910/tecnico-em-manutencao-iv,,2025-04-25 16:00:06.733112,2025-04-25
Analista de Arte Junior,Trasmontano Saúde,Faixa salarial a combinar,São Paulo,Estágio,"['Assistência médica', 'Assistência odontológica', 'Auxílio creche', 'Cesta básica', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2726427/analista-de-arte-junior,,2025-04-25 16:00:06.733112,2025-04-25
Especialista em Aplicação do Produto,XCMG Brasil Indústria,Faixa salarial a combinar,Contagem,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio academia', 'Auxílio farmácia', 'Participação nos Lucros ou Resultados', 'Seguro de vida', 'Vale-alimentação']",https://www.vagas.com.br/vagas/v2725112/especialista-em-aplicacao-do-produto,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2725627/10772-analista-desenvolvedor-python,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2725627/10772-analista-desenvolvedor-python"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
Mecânico Automotivo em Guarulhos - SP,Empresa da indústria automotiva,Faixa salarial a combinar,Guarulhos,Temporário,"['Assistência médica', 'Refeitório', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2724794/mecanico-automotivo-em-guarulhos-sp,,2025-04-25 16:00:06.733112,2025-04-25
Analista de Infraestrutura Jr - Estudo,Fundação Getulio Vargas,Faixa salarial a combinar,São Paulo ,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio creche', 'Consignado', 'Previdência privada', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2717930/analista-de-infraestrutura-jr-estudo,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2727969/tecnico-seguranca-da-informacao,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2727969/tecnico-seguranca-da-informacao"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
Pleno/Sênior em Incentivos Fiscais para Inovação (Lei do Bem),BDO,Faixa salarial a combinar,São Paulo ,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio academia', 'Auxílio combustível', 'Seguro de vida', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2726343/pleno-senior-em-incentivos-fiscais-para-inovacao-lei-do-bem,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2728646/estagio-em-controle-e-automacao,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2728646/estagio-em-controle-e-automacao"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
Especialista I - Suporte,TransUnion,Faixa salarial R$ 4.500,São Paulo ,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio academia', 'Auxílio creche', 'Participação nos Lucros ou Resultados', 'Plano de Aquisição de Ações', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2728625/especialista-i-suporte,,2025-04-25 16:00:06.733112,2025-04-25
Consultor Engenheiro de Pré-Vendas,AEON - SERVICOS E COMERCIO DE INFORMATICA LTDA,Faixa salarial a combinar,Niterói ,Pessoa Jurídica,[],https://www.vagas.com.br/vagas/v2724812/consultor-engenheiro-de-pre-vendas,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2729188/analista-de-sistemas,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2729188/analista-de-sistemas"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
10753 - Analista Desenvolvedor .net,Talent Group,Faixa salarial a combinar,Curitiba ,Regime CLT,[],https://www.vagas.com.br/vagas/v2722501/10753-analista-desenvolvedor-net,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2727126/analista-de-crm-pleno,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2727126/analista-de-crm-pleno"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
SP | Expert em Interação | Atendimento Backoffice Automotivo Bilíngue,Teleperformance,Faixa salarial a combinar,São Paulo,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Convênio com empresas parceiras', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição']",https://www.vagas.com.br/vagas/v2711630/sp-expert-em-interacao-atendimento-backoffice-automotivo-bilingue,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2729431/arquiteto-de-dados-iii,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2729431/arquiteto-de-dados-iii"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
Assistente de Suporte Técnico,Veolink,Faixa salarial a combinar,São Carlos,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Seguro de vida', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2719552/assistente-de-suporte-tecnico,,2025-04-25 16:00:06.733112,2025-04-25
Assistente de Suporte Técnico,Veolink,Faixa salarial a combinar,Volta Redonda,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Seguro de vida', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2719548/assistente-de-suporte-tecnico,,2025-04-25 16:00:06.733112,2025-04-25
Analista de Recursos Humanos Jr (Plataforma Lms),Grupo SERES,Faixa salarial R$ 4.934,Rio de Janeiro,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Refeitório', 'Seguro de vida', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2723885/analista-de-recursos-humanos-jr-plataforma-lms,,2025-04-25 16:00:06.733112,2025-04-25
Representante Técnico de Vendas (Rtv),Confidencial,Faixa salarial a combinar,Franca,Regime CLT,[],https://www.vagas.com.br/vagas/v2723253/representante-tecnico-de-vendas-rtv,,2025-04-25 16:00:06.733112,2025-04-25
Técnico de Service Desk Sênior (Líder Field Service),Hospital São Camilo,Faixa salarial a combinar,São Paulo,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Refeitório', 'Vale-alimentação', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2723449/tecnico-de-service-desk-senior-lider-field-service,,2025-04-25 16:00:06.733112,2025-04-25
Jovem Aprendiz Recursos Humanos,Instituto Via de Acesso,Faixa salarial R$ 1.118,São Paulo,Não informado,"['Cesta básica', 'Participação nos Lucros ou Resultados', 'Refeitório', 'Seguro de vida', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2724421/jovem-aprendiz-recursos-humanos,,2025-04-25 16:00:06.733112,2025-04-25
Desenvolvedor Mobile Android Sênior,Minsait Brasil,Faixa salarial a combinar,São Paulo,Regime CLT,[],https://www.vagas.com.br/vagas/v2726602/desenvolvedor-mobile-android-senior,,2025-04-25 16:00:06.733112,2025-04-25
Analista de Testes Jr.,Synchro,Faixa salarial R$ 3.500 a R$ 3.800,100% Home Office,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio creche', 'Consignado', 'Participação nos Lucros ou Resultados', 'Previdência privada', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2718282/analista-de-testes-jr,,2025-04-25 16:00:06.733112,2025-04-25
Consultor Comercial Jr,Confidencial,Faixa salarial a combinar,São Paulo,Regime CLT,[],https://www.vagas.com.br/vagas/v2725392/consultor-comercial-jr,,2025-04-25 16:00:06.733112,2025-04-25
Gerente de Operações de Vendas (Sales Ops),Confidencial,Faixa salarial a combinar,Barueri,Pessoa Jurídica,[],https://www.vagas.com.br/vagas/v2724871/gerente-de-operacoes-de-vendas-sales-ops,,2025-04-25 16:00:06.733112,2025-04-25
Trainee | Manutenção Agrícola,AMAGGI,Faixa salarial a combinar,Campo Novo do Parecis ,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio academia', 'Auxílio creche', 'Bolsa auxílio', 'Participação nos Lucros ou Resultados', 'Previdência privada', 'Programa de treinamentos', 'Seguro de vida', 'Vale-alimentação']",https://www.vagas.com.br/vagas/v2721868/trainee-manutencao-agricola,,2025-04-25 16:00:06.733112,2025-04-25
"Bolsista Mestre [química, Eng. Química, de Materiais, de Alimentos ] Melhoramentos Florestal",IEL - Inova Talentos,Faixa salarial a combinar,São Paulo ,Temporário,[],https://www.vagas.com.br/vagas/v2728555/bolsista-mestre-quimica-eng-quimica-de-materiais-de-alimentos-melhoramentos-florestal,,2025-04-25 16:00:06.733112,2025-04-25
Gerente Aplicações e Processos - Gnl - Paulínia - SP,White Martins,Faixa salarial a combinar,Paulínia ,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Participação nos Lucros ou Resultados', 'Previdência privada', 'Restaurante interno', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2719084/gerente-aplicacoes-e-processos-gnl-paulinia-sp,,2025-04-25 16:00:06.733112,2025-04-25
Banco de Talentos: Pessoas com Deficiência (Pcd),Confidencial,Faixa salarial a combinar,São Paulo ,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio academia', 'Auxílio creche', 'Auxílio farmácia', 'Cesta básica', 'Consignado', 'Participação nos Lucros ou Resultados', 'Previdência privada', 'Programa de treinamentos', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2729378/banco-de-talentos-pessoas-com-deficiencia-pcd,,2025-04-25 16:00:06.733112,2025-04-25
Analista de Gerenciamento de Dados Sênior,SANTHER - FABRICA DE PAPEL SANTA THEREZINHA,Faixa salarial R$ 7.000 a R$ 7.500,São Paulo ,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio academia', 'Auxílio combustível', 'Auxílio farmácia', 'Desconto em produtos', 'Participação nos Lucros ou Resultados', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2729260/analista-de-gerenciamento-de-dados-senior,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2729263/vendedor-interno,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2729263/vendedor-interno"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
"Bolsista Mestre [química, Eng. Química, Eng. de Materiais, Eng. de Alimentos] Melhoramentos",IEL - Inova Talentos,Faixa salarial a combinar,São Paulo ,Temporário,[],https://www.vagas.com.br/vagas/v2729646/bolsista-mestre-quimica-eng-quimica-eng-de-materiais-eng-de-alimentos-melhoramentos,,2025-04-25 16:00:06.733112,2025-04-25
Analista de Inovação Pleno,Icatu Seguros,Faixa salarial a combinar,Rio de Janeiro,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio academia', 'Auxílio creche', 'Horário flexível', 'Participação nos Lucros ou Resultados', 'Previdência privada', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição']",https://www.vagas.com.br/vagas/v2715359/analista-de-inovacao-pleno,,2025-04-25 16:00:06.733112,2025-04-25
Farmacotécnico Sênior,Grupo SERES,Faixa salarial a combinar,Rio de Janeiro ,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Restaurante interno', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2711075/farmacotecnico-senior,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2729082/analista-de-capacitacao-pl-neurologia-avc-ribeirao-preto,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2729082/analista-de-capacitacao-pl-neurologia-avc-ribeirao-preto"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
Analista de Serviço ao Cliente,TROPICO SISTEMAS E TELECOMUNICACOES,Faixa salarial a combinar,Campinas,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio academia', 'Consignado', 'Previdência privada', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição']",https://www.vagas.com.br/vagas/v2723973/analista-de-servico-ao-cliente,,2025-04-25 16:00:06.733112,2025-04-25
Analista de Serviço ao Cliente,TROPICO SISTEMAS E TELECOMUNICACOES,Faixa salarial a combinar,Santos,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio academia', 'Consignado', 'Previdência privada', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição']",https://www.vagas.com.br/vagas/v2723978/analista-de-servico-ao-cliente,,2025-04-25 16:00:06.733112,2025-04-25
Analista de Sistemas Sr - SAP Pm,UNIÃO QUÍMICA,Faixa salarial a combinar,São Paulo,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Previdência privada', 'Seguro de vida', 'Vale-alimentação', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2723663/analista-de-sistemas-sr-sap-pm,,2025-04-25 16:00:06.733112,2025-04-25
Engenheiro de Manutenção - (Vaga Extensiva para Pessoas com Deficiência),Concremat,Faixa salarial a combinar,Nova Lima,Regime CLT,[],https://www.vagas.com.br/vagas/v2723502/engenheiro-de-manutencao-vaga-extensiva-para-pessoas-com-deficiencia,,2025-04-25 16:00:06.733112,2025-04-25
Técnico de Recuperação de Energia Pleno,CPFL Energia,Faixa salarial a combinar,Campinas,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Auxílio academia', 'Bolsa auxílio', 'Cesta de natal', 'Participação nos Lucros ou Resultados', 'Programa de treinamentos', 'Refeitório', 'Seguro de vida', 'Vale-alimentação', 'Vale-refeição', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2724277/tecnico-de-recuperacao-de-energia-pleno,,2025-04-25 16:00:06.733112,2025-04-25
Supervisor(a) de Manutenção - Setor Manutenção Predial,Confidencial,Faixa salarial a combinar,São Paulo,Regime CLT,"['Assistência médica', 'Assistência odontológica', 'Convênio com empresas parceiras', 'Vale-transporte']",https://www.vagas.com.br/vagas/v2714383/supervisor-a-de-manutencao-setor-manutencao-predial,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2719059/montador-eletromecanico,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2719059/montador-eletromecanico"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2725162/assistente-de-rede-e-operacoes,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2720515/operador-de-ressonancia-sadt-ressonancia-magnetica-hospital-sao-rafael,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2720515/operador-de-ressonancia-sadt-ressonancia-magnetica-hospital-sao-rafael"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2727798/motion-designer,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2728746/tecnico-de-monitoramento-jr-uberlandia-mg,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2714044/analista-seguranca-da-informacao,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2728874/estagio-nivel-superior-metalurgia,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2728874/estagio-nivel-superior-metalurgia"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2728914/assistente-de-suprimentos,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2728914/assistente-de-suprimentos"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2723166/sp-expert-em-interacao-de-relacionamento-backoffice,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2723170/sp-bilingual-expert-sales-consultant-streaming-english-and-spanish,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2723170/sp-bilingual-expert-sales-consultant-streaming-english-and-spanish"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2724265/analista-de-subscricao-pleno,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2724265/analista-de-subscricao-pleno"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2726500/analista-de-sistemas-pleno,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2726500/analista-de-sistemas-pleno"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2725155/gerente-de-expansao,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2728069/analista-de-sistema-senior,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2729017/applications-consultant,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2729017/applications-consultant"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2723931/inspetor-de-qualidade-i-a,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2723927/analista-de-qualidade-pleno-temporario,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2723963/tecnico-manutencao-preventiva,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2723590/analista-de-sistemas-pleno-datasul,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2723590/analista-de-sistemas-pleno-datasul"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2723687/analista-de-gestao-de-mudancas-e-riscos-jr-temporario,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2717471/tecnico-radioterapia-df-star,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2724350/analista-de-people-analytics-junior,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2723151/operador-multifuncional-ii-solda-turno-b,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2723151/operador-multifuncional-ii-solda-turno-b"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2727611/farmacotecnico-junior,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2727607/auxiliar-de-producao-turno-c-madrugada,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2725255/auxiliar-servicos-agricolas-iii,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2728167/analista-de-negocios-iii-foco-em-sistemas-de-folha-de-pagamento,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2728930/analista-desenvolvimento-sistemas-pleno,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2729110/coordenador-a-pedagogico-a,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2703016/programa-de-estagio-technipfmc-2025,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2714509/analista-de-sistemas-pleno-datasul,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2714509/analista-de-sistemas-pleno-datasul"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2719910/vendedor,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2719910/vendedor"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2725238/analista-de-suporte-jr-suporte-regional-vila-nova-star,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2725238/analista-de-suporte-jr-suporte-regional-vila-nova-star"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2708708/analista-de-sistemas-jr-pl,,2025-04-25 16:00:06.733112,2025-04-25
,,,,,[],https://www.vagas.com.br/vagas/v2724635/atendente-imobiliario,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.vagas.com.br/vagas/v2724635/atendente-imobiliario"", waiting until ""domcontentloaded""
",2025-04-25 16:00:06.733112,2025-04-25
